,id_recipe,Step_Count,Step Description
220,6737324,1,Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with aluminum foil.
221,6737324,2,"Melt butter in a skillet over medium heat; cook and stir shallots in the hot butter until softened, about 2 minutes. Stir jalapeno peppers into shallots and cook until fragrant, about 2 more minutes. Stir cranberry jelly into the shallots and peppers until melted."
222,6737324,3,Mix shredded turkey with jalapeno-cranberry jelly mixture in a bowl until thoroughly combined. Arrange tortilla chips on the prepared baking sheet and fill each chip with 1 tablespoon turkey mix. Top each chip with 1/2 teaspoon of white Cheddar cheese.
223,6737324,4,"Bake in the preheated oven until the cheese topping is melted and the chips are golden, about 10 minutes."
224,6648891,1,"Preheat the air fryer at 360 degrees F (182 degrees C) for about 5 minutes. Line the air fryer basket with foil or a parchment liner, and spray with cooking spray."
225,6648891,2,"Heat a small skillet over medium heat and cook ground beef until browned and crumbly, about 3 minutes; drain grease. Stir in water, taco seasoning, cayenne, salt, and pepper. Remove skillet from heat."
226,6648891,3,"Set tortilla chips in the basket, spreading them out and overlapping slightly so the melted cheese won't drip through the open gaps. Evenly sprinkle Cheddar cheese over the chips. Only add a couple of layers of chips with cheese in between in the fryer basket, or just add a single layer and cook in batches."
227,6648891,4,"Evenly distribute ground beef and black beans over the cheese, sprinkle green onions on top, and add spoonfuls of salsa."
228,6648891,5,"Transfer the basket into the air fryer and cook until cheese is melted and starting to slightly brown on the edges, 4 to 6 minutes. The nachos will cook evenly and quickly but watch closely so they don't burn."
229,6648891,6,"Remove nachos to a serving plate, garnish with sour cream, and serve immediately. Put extra toppings in small bowls and let everybody customize their nachos."
230,6592180,1,"Spray a frying pan with cooking spray. Heat over medium heat. Cook and stir steak until barely any pink remains, 5 to 7 minutes. Drain fat from pan; add taco seasoning to the steak. Let simmer until desired consistency is reached, 3 to 5 minutes."
231,6592180,2,Warm milk in a medium saucepan over medium heat until small bubbles appear along the sides. Remove from heat.
232,6592180,3,"Melt butter in another medium saucepan over medium-high heat. Add flour once bubbles disappear. Cook, stirring constantly with a whisk, until mixture becomes paste-like and light golden brown, about 5 minutes. Gradually whisk in the warm milk and bring to a simmer over medium heat. Cook and stir until the mixture is thick and smooth, 10 to 15 minutes. Reduce heat to low and stir in shredded cheese."
233,6592180,4,"Add black beans, salsa, and the steak pieces. Stir and serve with tortilla chips."
234,6649040,1,Preheat the oven to 400 degrees F (200 degrees C).
235,6649040,2,"Toss together chickpeas, 2 teaspoons olive oil, 1/4 teaspoon kosher salt, and paprika on a small rimmed baking sheet."
236,6649040,3,Bake in the preheated oven for 15 minutes.
237,6649040,4,"While chickpeas bake, stir together tomatoes, cucumber, onion, parsley, lemon juice, 1 tablespoon plus 1 teaspoon olive oil, ¼ teaspoon salt, 1 teaspoon vinegar, oregano, and 1/4 teaspoon pepper in a medium bowl; set aside."
238,6649040,5,"Stir together Greek yogurt, dill, garlic powder, remaining salt, remaining 1 teaspoon vinegar, remaining pepper, and 1 tablespoon olive oil. Set aside."
239,6649040,6,Remove chickpeas from oven and set aside. Increase oven temperature to 450 degrees F (230 degrees C). Arrange pita chips on a large rimmed baking sheet. Top evenly with shredded chicken and feta cheese.
240,6649040,7,"Bake in the preheated oven just until the chicken is warmed through and the cheese begins to soften, about 4 minutes."
241,6649040,8,"Top nachos evenly with lettuce, chickpeas, tomato mixture, pepperoncini, and olives. Drizzle with yogurt sauce. Serve immediately."
242,6596332,1,"Trim ends of zucchini; use a mandoline on the thinnest setting to cut zucchini into 1/8-inch slices. Place slices on a plate lined with paper towels, top with additional paper towels, and press down to remove excess moisture."
243,6596332,2,"Place zucchini slices on a cutting board and lightly mist with cooking spray. Turn slices over and sprinkle with taco seasoning; lightly mist this side with cooking spray as well. Place slices seasoned-side up on a microwave-safe plate, making sure none are overlapping. Cook in the microwave on high power for 2 minutes and 30 seconds. Carefully flip slices over and cook 30 seconds more. Repeat with remaining zucchini."
244,6596332,3,"Divide chips between 2 microwave-safe plates. Add black olives, red onion, jalapeno peppers, and Cheddar cheese. Microwave on high power until cheese is melted, about 30 seconds."
245,6588656,1,"Heat oil in a 10-inch skillet to 370 degrees. Drop triangles in hot oil, 8 at a time. Fry, turning chips once or twice, until they stop sizzling and turn golden brown, about 2 minutes. Remove with tongs or a slotted spoon and drain on a wire rack set over a shallow pan. Sprinkle with salt immediately."
246,6582825,1,"Place the ground beef in a large skillet over medium-high heat. Cook, stirring to crumble, until no longer pink. Add onion and cook until tender. Drain off grease. Stir in the contents of the seasoning packet and any water if needed in order to prepare according to package directions."
247,6582825,2,"When the meat is done cooking, add the bell pepper, jalapeno pepper and sliced mushrooms to the skillet, and lower heat to medium. Cook and stir until vegetables are about halfway cooked, 3 to 4 minutes. Stir in the cheese sauce until everything is evenly coated."
248,6582825,3,"Serve tortilla chips topped with the meat and cheese sauce, or serve buffet style where each person can top their own nachos."
249,6582355,1,Preheat oven to 400 degrees F (200 degrees C). Spread potato nuggets out onto a baking sheet.
250,6582355,2,"Bake in the preheated oven until nuggets are golden brown and crisp, 22 to 24 minutes."
251,6582355,3,"Heat a large skillet over medium-high heat. Cook and stir beef in the hot skillet until browned and crumbly, 5 to 7 minutes. Add water and taco seasoning to beef; bring to a boil, reduce heat to low, and simmer until liquid reduces, about 5 minutes."
252,6582355,4,Set oven rack about 6 inches from the heat source and preheat the oven's broiler. Arrange potato nuggets on an oven-proof platter and cover evenly with ground beef; spread Mexican cheese and pepperjack cheese over the top.
253,6582355,5,"Cook potato nuggets under the broiler until cheese melts, 1 to 3 minutes. Whisk sour cream and lime juice together in a bowl. Top potato nuggets with tomatoes, black olives, jalapenos, avocado, sour cream mixture, scallions, and cilantro, respectively."
254,6738131,1,Place cashews in a bowl and cover with cold water. Soak for 4 hours. Drain.
255,6738131,2,Preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with aluminum foil.
256,6738131,3,"Combine drained cashews, salsa, bell pepper, nutritional yeast, turmeric, and 1 teaspoon salt in a high-speed blender; blend until smooth and slightly warm."
257,6738131,4,"Spread tortilla chips on the prepared baking sheet. Spoon chili all over chips and spoon cashew ""nacho"" cheese over chili."
258,6738131,5,"Bake in the preheated oven until hot, 10 to 15 minutes."
259,6738131,6,"Meanwhile, place avocados, 1/4 cup cilantro, and lime juice in a bowl. Season with salt and mash with a fork until guacamole is mostly smooth but a little chunky."
260,6738131,7,"Top nachos with guacamole and pico de gallo, and sprinkle with cilantro. Serve hot."
261,6579940,1,Preheat the oven to 350 degrees F (175 degrees C). Lightly spray an 8x8-inch baking dish.
262,6579940,2,"Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels. Crumble once cooled."
263,6579940,3,"Saute onion in the same skillet until translucent, 4 to 5 minutes. Add green chiles and garlic and cook for 2 more minutes. Add pinto beans; bring to a boil. Stir in chicken broth and chili powder. Reduce heat to low and mash beans. Let simmer until slightly thickened, 5 to 6 minutes. Add cream cheese and stir until melted. Simmer until slightly thickened, 5 to 6 minutes. Add bacon and stir until well combined. Season with salt and pepper."
264,6579940,4,"Layer 1/2 of the bean mixture, 1/2 cup pepper Jack, and 1/2 cup Cheddar cheese into the prepared baking dish. Repeat layers."
265,6579940,5,"Bake, covered, in the preheated oven for 15 minutes. Uncover and continue baking until cheese is melted or lightly browned, 5 to 7 minutes more."
266,6579940,6,"Meanwhile, preheat an air fryer to 350 degrees F (175 degrees C) according to manufacturer's instructions."
267,6579940,7,"Cut each tortilla into fourths. Spray both sides of each tortilla with avocado oil. Place in air fryer basket in a single layer. Air fry for 4 to 6 minutes. Flip and continue cooking until crisp, 2 to 3 minutes more. Check your basket constantly because they can burn quickly. Sprinkle with salt and serve with hot dip."
268,6578376,1,Preheat oven to 400 degrees F (200 degrees C). Line a baking sheet with parchment paper.
269,6578376,2,Place onion slices in a small colander. Bring 2 to 3 cups water to a boil in a kettle. Pour over onion and let drain.
270,6578376,3,"Mix vinegar, salt, sugar, and cumin together in a jar. Mix in onion slices. Cover and place in the refrigerator."
271,6578376,4,"Cut cauliflower in half from top to bottom. Place each half flat against the cutting board. Cut into 1/2-inch slices. Arrange carefully on the prepared baking sheet, trying to keep slices intact. Drizzle olive oil over cauliflower; season with salt and pepper."
272,6578376,5,"Roast cauliflower in the preheated oven until evenly browned, about 30 minutes."
273,6578376,6,"Combine avocado, sour cream, lime juice, 1 tablespoon cilantro, and salt in a blender. Blend until creamy and smooth."
274,6578376,7,"Heat black beans in a small saucepan until heated through, about 5 minutes."
275,6578376,8,"Spoon warmed beans over cauliflower. Dollop avocado crema over beans. Scatter pickled onion slices, cherry tomatoes, and queso fresco over crema. Garnish with 2 tablespoons chopped cilantro. Serve with lime wedges."
276,6569824,1,"Heat a large skillet over medium-high heat. Add corned beef and cook until crisp on all sides, about 5 minutes."
277,6569824,2,Place drained sauerkraut in a bowl with caraway seed; stir to combine.
278,6569824,3,Set an oven rack about 6 inches from the heat source and preheat the oven's broiler to high.
279,6569824,4,Place 1/2 of the chips in an oven-proof skillet. Scatter 1/2 of the corned beef and 1/2 of the sauerkraut on top of the chips. Drizzle 1/2 of the Thousand Island dressing over the corned beef and top with 1/2 of the Swiss cheese. Repeat layers once more.
280,6569824,5,"Broil in the preheated oven until cheese has melted, about 5 minutes."
281,6564993,1,"Heat a large skillet over medium-high heat. Cook and stir ground beef in the hot skillet until browned and crumbly, 5 to 7 minutes. Drain and discard grease. Stir in water and taco seasoning mix. Bring to a boil; reduce heat and let simmer, stirring occasionally, for 5 minutes."
282,6564993,2,"Lay scoop-style tortilla chips out on a microwave-safe plate, and spoon in the prepared beef, working in batches as needed. Sprinkle Cheddar cheese on top and microwave until the cheese on top is completely melted, about 1 minute. It will be hot so don't eat it right away. Serve warm."
283,6596474,1,"Add beef, lentils, kidney beans, salsa, and Cheddar cheese to a small slow cooker, in that order. Cook on Low for 4 to 6 hours or on High for 2 to 4 hours."
